,User_id,Date,Location,Age,Gender,DayOfWeek,Year,Month,Quarter
67,278798,2019-09-08,Hồ Chí Minh,>37,MALE,Sunday,2019,9,2019Q3
68,53772828,2020-03-08,Other Cities,>37,MALE,Sunday,2020,3,2020Q1
69,49253701,2019-09-12,Other Cities,>37,FEMALE,Thursday,2019,9,2019Q3
70,51326272,2019-12-13,Other Cities,>37,MALE,Friday,2019,12,2019Q4
71,36870467,2019-12-10,Hồ Chí Minh,>37,MALE,Tuesday,2019,12,2019Q4
72,48570120,2019-08-10,Unknown,>37,FEMALE,Saturday,2019,8,2019Q3
73,42409431,2019-09-29,Hà Nội,>37,MALE,Sunday,2019,9,2019Q3
74,53801254,2020-02-20,Other Cities,>37,FEMALE,Thursday,2020,2,2020Q1
75,41239734,2019-12-12,Hồ Chí Minh,>37,FEMALE,Thursday,2019,12,2019Q4
76,29155265,2016-07-29,Hồ Chí Minh,>37,FEMALE,Friday,2016,7,2016Q3
77,40144284,2017-10-18,Hồ Chí Minh,>37,MALE,Wednesday,2017,10,2017Q4
78,36768351,2019-04-23,Hồ Chí Minh,>37,MALE,Tuesday,2019,4,2019Q2
79,57238551,2020-07-24,Hồ Chí Minh,>37,FEMALE,Friday,2020,7,2020Q3
80,41217828,2019-11-06,Other Cities,>37,FEMALE,Wednesday,2019,11,2019Q4
81,44152030,2020-03-29,Other Cities,>37,MALE,Sunday,2020,3,2020Q1
82,40642733,2017-12-24,Other Cities,>37,MALE,Sunday,2017,12,2017Q4
83,429378,2019-02-09,Hồ Chí Minh,>37,MALE,Saturday,2019,2,2019Q1
84,52789010,2020-01-23,Hồ Chí Minh,>37,MALE,Thursday,2020,1,2020Q1
85,40138890,2017-11-01,Hồ Chí Minh,>37,FEMALE,Wednesday,2017,11,2017Q4
86,39267668,2019-06-10,Other Cities,>37,MALE,Monday,2019,6,2019Q2
87,40009664,2020-04-27,Other Cities,>37,FEMALE,Monday,2020,4,2020Q2
88,49794629,2019-10-07,Hồ Chí Minh,>37,FEMALE,Monday,2019,10,2019Q4
89,12116628,2019-11-14,Hồ Chí Minh,>37,MALE,Thursday,2019,11,2019Q4
90,34733312,2020-02-19,Hồ Chí Minh,>37,FEMALE,Wednesday,2020,2,2020Q1
91,44409449,2018-11-28,Hồ Chí Minh,>37,FEMALE,Wednesday,2018,11,2018Q4
92,49904363,2020-06-13,Hồ Chí Minh,>37,FEMALE,Saturday,2020,6,2020Q2
93,42960183,2018-08-19,Other Cities,>37,MALE,Sunday,2018,8,2018Q3
94,907077,2020-06-30,Hồ Chí Minh,>37,MALE,Tuesday,2020,6,2020Q2
95,27289705,2017-06-23,Hà Nội,>37,MALE,Friday,2017,6,2017Q2
96,46741408,2019-04-24,Hồ Chí Minh,>37,FEMALE,Wednesday,2019,4,2019Q2
97,28668250,2018-07-13,Other Cities,>37,MALE,Friday,2018,7,2018Q3
98,44351175,2018-12-18,Hồ Chí Minh,>37,MALE,Tuesday,2018,12,2018Q4
99,45077282,2020-07-14,Other Cities,>37,MALE,Tuesday,2020,7,2020Q3
100,47447314,2019-06-12,Hà Nội,>37,MALE,Wednesday,2019,6,2019Q2
101,44363205,2020-01-06,Hà Nội,>37,MALE,Monday,2020,1,2020Q1
102,41275949,2018-03-09,Hồ Chí Minh,>37,FEMALE,Friday,2018,3,2018Q1
103,3766292,2019-12-21,Other Cities,>37,MALE,Saturday,2019,12,2019Q4
104,23755412,2020-02-10,Hồ Chí Minh,>37,FEMALE,Monday,2020,2,2020Q1
105,46151774,2019-04-24,Hồ Chí Minh,>37,MALE,Wednesday,2019,4,2019Q2
106,34731027,2019-04-05,Hồ Chí Minh,>37,FEMALE,Friday,2019,4,2019Q2
107,52901228,2020-06-20,Hà Nội,>37,FEMALE,Saturday,2020,6,2020Q2
108,45311998,2019-08-16,Hồ Chí Minh,>37,MALE,Friday,2019,8,2019Q3
109,23916738,2020-02-26,Hồ Chí Minh,>37,FEMALE,Wednesday,2020,2,2020Q1
110,28143207,2020-01-03,Other Cities,>37,MALE,Friday,2020,1,2020Q1
111,40528704,2018-01-20,Hồ Chí Minh,>37,FEMALE,Saturday,2018,1,2018Q1
112,34070538,2018-02-09,Hồ Chí Minh,>37,MALE,Friday,2018,2,2018Q1
113,32543663,2019-10-10,Other Cities,>37,MALE,Thursday,2019,10,2019Q4
114,54387475,2020-08-31,Other Cities,>37,MALE,Monday,2020,8,2020Q3
115,56408197,2020-06-22,Other Cities,>37,FEMALE,Monday,2020,6,2020Q2
116,39896006,2017-09-05,Hồ Chí Minh,>37,MALE,Tuesday,2017,9,2017Q3
117,47049081,2020-02-24,Hà Nội,>37,FEMALE,Monday,2020,2,2020Q1
118,46609884,2019-04-05,Other Cities,>37,MALE,Friday,2019,4,2019Q2
119,43744683,2018-10-16,Other Cities,>37,MALE,Tuesday,2018,10,2018Q4
120,30165970,2018-10-27,Hồ Chí Minh,>37,MALE,Saturday,2018,10,2018Q4
121,38566570,2019-12-27,Hồ Chí Minh,>37,MALE,Friday,2019,12,2019Q4
122,49462446,2019-09-21,Other Cities,>37,MALE,Saturday,2019,9,2019Q3
123,46869792,2019-04-23,Hà Nội,>37,FEMALE,Tuesday,2019,4,2019Q2
124,46280476,2019-03-13,Hồ Chí Minh,>37,MALE,Wednesday,2019,3,2019Q1
125,40737222,2018-04-19,Hồ Chí Minh,>37,MALE,Thursday,2018,4,2018Q2
126,45562702,2020-02-05,Other Cities,>37,MALE,Wednesday,2020,2,2020Q1
127,38491030,2018-02-25,Hồ Chí Minh,>37,MALE,Sunday,2018,2,2018Q1
128,332743,2019-05-26,Hồ Chí Minh,>37,MALE,Sunday,2019,5,2019Q2
129,42652587,2019-03-15,Hồ Chí Minh,>37,FEMALE,Friday,2019,3,2019Q1
130,42351011,2019-03-22,Other Cities,>37,MALE,Friday,2019,3,2019Q1
131,44361585,2019-04-15,Hồ Chí Minh,>37,MALE,Monday,2019,4,2019Q2
132,43106706,2020-02-28,Other Cities,>37,MALE,Friday,2020,2,2020Q1
133,56827408,2020-07-01,Hồ Chí Minh,>37,FEMALE,Wednesday,2020,7,2020Q3
134,35127735,2020-01-02,Hồ Chí Minh,>37,FEMALE,Thursday,2020,1,2020Q1
135,49655333,2019-10-12,Hồ Chí Minh,>37,FEMALE,Saturday,2019,10,2019Q4
136,37372742,2017-07-20,Hồ Chí Minh,>37,FEMALE,Thursday,2017,7,2017Q3
137,44561906,2018-12-19,Hồ Chí Minh,>37,MALE,Wednesday,2018,12,2018Q4
138,21269588,2018-12-11,Hà Nội,>37,FEMALE,Tuesday,2018,12,2018Q4
139,34194847,2018-10-25,Other Cities,>37,MALE,Thursday,2018,10,2018Q4
140,29015807,2020-02-06,Hồ Chí Minh,>37,MALE,Thursday,2020,2,2020Q1
141,34115754,2020-04-23,Hồ Chí Minh,>37,FEMALE,Thursday,2020,4,2020Q2
142,53640147,2020-02-15,Other Cities,>37,MALE,Saturday,2020,2,2020Q1
143,40151120,2017-12-29,Hà Nội,>37,FEMALE,Friday,2017,12,2017Q4
144,56636150,2020-07-05,Hồ Chí Minh,>37,FEMALE,Sunday,2020,7,2020Q3
145,44407525,2018-12-22,Hà Nội,>37,FEMALE,Saturday,2018,12,2018Q4
146,44791796,2019-07-31,Other Cities,>37,MALE,Wednesday,2019,7,2019Q3
147,52269202,2020-03-28,Hồ Chí Minh,>37,MALE,Saturday,2020,3,2020Q1
148,52258093,2020-01-02,Unknown,>37,MALE,Thursday,2020,1,2020Q1
149,43569976,2018-10-04,Hồ Chí Minh,>37,FEMALE,Thursday,2018,10,2018Q4
150,54206405,2020-03-06,Other Cities,>37,MALE,Friday,2020,3,2020Q1
151,50614214,2019-12-29,Hồ Chí Minh,>37,FEMALE,Sunday,2019,12,2019Q4
152,48907663,2019-08-30,Other Cities,>37,MALE,Friday,2019,8,2019Q3
153,35363481,2016-06-30,Hồ Chí Minh,>37,FEMALE,Thursday,2016,6,2016Q2
154,56986234,2020-07-15,Hồ Chí Minh,>37,FEMALE,Wednesday,2020,7,2020Q3
155,52254770,2020-06-27,Other Cities,>37,MALE,Saturday,2020,6,2020Q2
156,35111466,2016-02-27,Hồ Chí Minh,>37,FEMALE,Saturday,2016,2,2016Q1
157,48038887,2020-08-11,Other Cities,>37,FEMALE,Tuesday,2020,8,2020Q3
158,41766352,2019-11-02,Other Cities,>37,MALE,Saturday,2019,11,2019Q4
159,56263154,2020-10-06,Other Cities,>37,FEMALE,Tuesday,2020,10,2020Q4
160,52636275,2020-01-17,Other Cities,>37,FEMALE,Friday,2020,1,2020Q1
161,3464946,2019-06-25,Other Cities,>37,MALE,Tuesday,2019,6,2019Q2
162,49790521,2019-11-30,Other Cities,>37,FEMALE,Saturday,2019,11,2019Q4
163,56126666,2020-06-07,Unknown,>37,FEMALE,Sunday,2020,6,2020Q2
164,18058208,2019-11-07,Unknown,>37,MALE,Thursday,2019,11,2019Q4
165,31588432,2018-09-21,Hà Nội,>37,FEMALE,Friday,2018,9,2018Q3
166,44936521,2019-01-10,Other Cities,>37,MALE,Thursday,2019,1,2019Q1
167,51227110,2020-08-26,Other Cities,>37,FEMALE,Wednesday,2020,8,2020Q3
168,46536938,2019-03-29,Hồ Chí Minh,>37,MALE,Friday,2019,3,2019Q1
169,50376990,2020-11-06,Other Cities,>37,MALE,Friday,2020,11,2020Q4
170,47020692,2020-09-15,Other Cities,>37,FEMALE,Tuesday,2020,9,2020Q3
171,45824957,2019-03-17,Hồ Chí Minh,>37,MALE,Sunday,2019,3,2019Q1
172,48933367,2020-02-06,Other Cities,>37,MALE,Thursday,2020,2,2020Q1
173,47157648,2019-06-10,Hồ Chí Minh,>37,MALE,Monday,2019,6,2019Q2
174,46741917,2019-07-31,Hà Nội,>37,MALE,Wednesday,2019,7,2019Q3
175,6127877,2018-07-13,Hồ Chí Minh,>37,MALE,Friday,2018,7,2018Q3
176,3596605,2017-03-03,Hồ Chí Minh,>37,FEMALE,Friday,2017,3,2017Q1
177,35873601,2017-05-11,Hà Nội,>37,MALE,Thursday,2017,5,2017Q2
178,52146026,2020-01-07,Other Cities,>37,MALE,Tuesday,2020,1,2020Q1
179,37853890,2018-03-09,Other Cities,>37,MALE,Friday,2018,3,2018Q1
180,49500727,2019-11-02,Other Cities,>37,FEMALE,Saturday,2019,11,2019Q4
181,46569967,2020-05-14,Other Cities,>37,FEMALE,Thursday,2020,5,2020Q2
182,39567032,2020-03-25,Other Cities,>37,MALE,Wednesday,2020,3,2020Q1
183,56536818,2020-08-18,Other Cities,>37,FEMALE,Tuesday,2020,8,2020Q3
184,52084753,2019-12-27,Other Cities,>37,MALE,Friday,2019,12,2019Q4
185,51104599,2019-11-25,Other Cities,>37,MALE,Monday,2019,11,2019Q4
186,38995940,2019-10-28,Other Cities,>37,MALE,Monday,2019,10,2019Q4
187,38995940,2019-10-28,Hồ Chí Minh,>37,MALE,Monday,2019,10,2019Q4
188,40691982,2018-06-14,Hồ Chí Minh,>37,FEMALE,Thursday,2018,6,2018Q2
189,47817269,2019-07-09,Other Cities,>37,MALE,Tuesday,2019,7,2019Q3
190,41261520,2018-03-06,Other Cities,>37,MALE,Tuesday,2018,3,2018Q1
191,8226228,2019-07-16,Other Cities,>37,MALE,Tuesday,2019,7,2019Q3
192,36492115,2018-06-15,Hồ Chí Minh,>37,MALE,Friday,2018,6,2018Q2
193,44332190,2020-03-19,Hồ Chí Minh,>37,FEMALE,Thursday,2020,3,2020Q1
194,52670153,2020-03-15,Other Cities,>37,FEMALE,Sunday,2020,3,2020Q1
195,20387442,2019-08-13,Unknown,>37,MALE,Tuesday,2019,8,2019Q3
196,31299624,2018-10-03,Other Cities,>37,MALE,Wednesday,2018,10,2018Q4
197,6225153,2019-06-03,Other Cities,>37,FEMALE,Monday,2019,6,2019Q2
198,42796029,2020-07-20,Hà Nội,>37,FEMALE,Monday,2020,7,2020Q3
199,50766968,2019-11-13,Other Cities,>37,MALE,Wednesday,2019,11,2019Q4
200,53509172,2020-03-19,Hồ Chí Minh,>37,FEMALE,Thursday,2020,3,2020Q1
201,51061182,2020-10-23,Other Cities,>37,MALE,Friday,2020,10,2020Q4
202,55634568,2020-04-29,Other Cities,>37,MALE,Wednesday,2020,4,2020Q2
203,2657191,2019-11-23,Other Cities,>37,MALE,Saturday,2019,11,2019Q4
204,47832232,2019-06-26,Other Cities,>37,MALE,Wednesday,2019,6,2019Q2
205,1501918,2020-11-02,Other Cities,>37,MALE,Monday,2020,11,2020Q4
206,60781562,2020-12-09,Other Cities,>37,FEMALE,Wednesday,2020,12,2020Q4
207,49266984,2019-10-18,Other Cities,>37,MALE,Friday,2019,10,2019Q4
208,5319518,2018-03-03,Hồ Chí Minh,>37,MALE,Saturday,2018,3,2018Q1
209,6169154,2019-08-05,Other Cities,>37,MALE,Monday,2019,8,2019Q3
210,51564794,2019-12-10,Unknown,>37,FEMALE,Tuesday,2019,12,2019Q4
211,24056726,2019-07-31,Hồ Chí Minh,>37,MALE,Wednesday,2019,7,2019Q3
212,51347124,2020-01-22,Hồ Chí Minh,>37,MALE,Wednesday,2020,1,2020Q1
213,45382123,2019-02-22,Hồ Chí Minh,>37,MALE,Friday,2019,2,2019Q1
214,50849940,2019-11-17,Other Cities,>37,MALE,Sunday,2019,11,2019Q4
215,673257,2019-10-05,Hồ Chí Minh,>37,MALE,Saturday,2019,10,2019Q4
216,55809895,2020-06-11,Other Cities,>37,MALE,Thursday,2020,6,2020Q2
217,13422339,2019-08-18,Hồ Chí Minh,>37,FEMALE,Sunday,2019,8,2019Q3
218,52442677,2020-02-24,Other Cities,>37,MALE,Monday,2020,2,2020Q1
219,44838660,2020-10-03,Hồ Chí Minh,>37,FEMALE,Saturday,2020,10,2020Q4
220,4701193,2018-10-06,Other Cities,>37,MALE,Saturday,2018,10,2018Q4
221,26758238,2019-10-26,Hà Nội,>37,MALE,Saturday,2019,10,2019Q4
222,35284796,2018-01-28,Other Cities,>37,FEMALE,Sunday,2018,1,2018Q1
223,26210774,2018-03-05,Hồ Chí Minh,>37,FEMALE,Monday,2018,3,2018Q1
224,47342487,2020-02-24,Hồ Chí Minh,>37,FEMALE,Monday,2020,2,2020Q1
225,49261811,2019-09-11,Other Cities,>37,MALE,Wednesday,2019,9,2019Q3
226,44531202,2019-02-06,Hồ Chí Minh,>37,FEMALE,Wednesday,2019,2,2019Q1
227,57279077,2020-07-21,Hồ Chí Minh,>37,MALE,Tuesday,2020,7,2020Q3
228,51217927,2020-02-11,Other Cities,>37,MALE,Tuesday,2020,2,2020Q1
229,47267282,2019-10-12,Hà Nội,>37,MALE,Saturday,2019,10,2019Q4
230,6962630,2017-12-08,Other Cities,>37,MALE,Friday,2017,12,2017Q4
231,46384920,2020-04-07,Hồ Chí Minh,>37,MALE,Tuesday,2020,4,2020Q2
232,12959106,2017-09-04,Unknown,>37,FEMALE,Monday,2017,9,2017Q3
233,3571826,2019-11-27,Other Cities,>37,FEMALE,Wednesday,2019,11,2019Q4
234,41440404,2018-07-31,Hồ Chí Minh,>37,FEMALE,Tuesday,2018,7,2018Q3
235,48762695,2020-08-10,Other Cities,>37,FEMALE,Monday,2020,8,2020Q3
236,55730798,2020-05-10,Other Cities,>37,FEMALE,Sunday,2020,5,2020Q2
237,21748537,2019-10-30,Other Cities,>37,FEMALE,Wednesday,2019,10,2019Q4
238,42218439,2018-08-31,Other Cities,>37,MALE,Friday,2018,8,2018Q3
239,44969688,2019-01-06,Hồ Chí Minh,>37,MALE,Sunday,2019,1,2019Q1
240,23989249,2019-08-20,Hồ Chí Minh,>37,FEMALE,Tuesday,2019,8,2019Q3
241,39017523,2020-03-30,Hồ Chí Minh,>37,MALE,Monday,2020,3,2020Q1
242,39457916,2018-04-18,Hồ Chí Minh,>37,FEMALE,Wednesday,2018,4,2018Q2
243,46821125,2019-04-20,Other Cities,>37,FEMALE,Saturday,2019,4,2019Q2
244,29501841,2019-08-24,Hồ Chí Minh,>37,FEMALE,Saturday,2019,8,2019Q3
245,28580605,2020-01-07,Other Cities,>37,MALE,Tuesday,2020,1,2020Q1
246,46854083,2019-04-21,Hồ Chí Minh,>37,MALE,Sunday,2019,4,2019Q2
247,38980025,2018-12-08,Hà Nội,>37,MALE,Saturday,2018,12,2018Q4
248,42869517,2020-06-08,Other Cities,>37,FEMALE,Monday,2020,6,2020Q2
249,46106813,2020-02-21,Hồ Chí Minh,>37,MALE,Friday,2020,2,2020Q1
250,40734667,2018-01-05,Hồ Chí Minh,>37,MALE,Friday,2018,1,2018Q1
251,26898258,2016-01-01,Other Cities,>37,MALE,Friday,2016,1,2016Q1
252,37317274,2017-02-28,Hà Nội,>37,MALE,Tuesday,2017,2,2017Q1
253,2305209,2019-03-17,Other Cities,>37,MALE,Sunday,2019,3,2019Q1
254,22527898,2018-06-20,Hồ Chí Minh,>37,MALE,Wednesday,2018,6,2018Q2
255,46415419,2019-09-04,Hồ Chí Minh,>37,MALE,Wednesday,2019,9,2019Q3
256,49595416,2019-10-22,Other Cities,>37,MALE,Tuesday,2019,10,2019Q4
257,43836272,2019-02-12,Hồ Chí Minh,>37,MALE,Tuesday,2019,2,2019Q1
258,8385833,2019-01-21,Other Cities,>37,MALE,Monday,2019,1,2019Q1
259,16026980,2018-08-15,Hồ Chí Minh,>37,FEMALE,Wednesday,2018,8,2018Q3
260,36598483,2018-11-23,Hồ Chí Minh,>37,MALE,Friday,2018,11,2018Q4
261,51217867,2020-02-22,Other Cities,>37,MALE,Saturday,2020,2,2020Q1
262,53967151,2020-07-11,Hồ Chí Minh,>37,MALE,Saturday,2020,7,2020Q3
263,45517900,2019-02-10,Other Cities,>37,MALE,Sunday,2019,2,2019Q1
264,45849892,2019-03-15,Hà Nội,>37,MALE,Friday,2019,3,2019Q1
265,24328790,2016-07-31,Hồ Chí Minh,>37,FEMALE,Sunday,2016,7,2016Q3
266,25709242,2019-07-01,Hồ Chí Minh,>37,MALE,Monday,2019,7,2019Q3
267,30164810,2019-10-25,Hồ Chí Minh,>37,FEMALE,Friday,2019,10,2019Q4
268,51113627,2019-11-28,Other Cities,>37,MALE,Thursday,2019,11,2019Q4
269,37627173,2019-07-10,Other Cities,>37,MALE,Wednesday,2019,7,2019Q3
270,5053704,2020-05-04,Other Cities,>37,FEMALE,Monday,2020,5,2020Q2
271,4335797,2019-12-14,Hồ Chí Minh,>37,FEMALE,Saturday,2019,12,2019Q4
272,40205969,2020-07-15,Other Cities,>37,MALE,Wednesday,2020,7,2020Q3
273,50474996,2019-12-26,Other Cities,>37,FEMALE,Thursday,2019,12,2019Q4
274,49256094,2019-09-11,Other Cities,>37,FEMALE,Wednesday,2019,9,2019Q3
275,50733651,2019-11-12,Hà Nội,>37,MALE,Tuesday,2019,11,2019Q4
276,50177275,2020-03-04,Other Cities,>37,FEMALE,Wednesday,2020,3,2020Q1
277,47397680,2020-11-07,Other Cities,>37,MALE,Saturday,2020,11,2020Q4
278,43466756,2018-09-25,Other Cities,>37,MALE,Tuesday,2018,9,2018Q3
279,10336875,2018-02-28,Hồ Chí Minh,>37,FEMALE,Wednesday,2018,2,2018Q1
280,48531449,2019-08-06,Other Cities,>37,FEMALE,Tuesday,2019,8,2019Q3
281,39308239,2020-01-11,Other Cities,>37,MALE,Saturday,2020,1,2020Q1
282,47857445,2019-07-01,Hà Nội,>37,FEMALE,Monday,2019,7,2019Q3
283,50769780,2020-01-14,Hồ Chí Minh,>37,FEMALE,Tuesday,2020,1,2020Q1
284,47499069,2019-09-18,Hồ Chí Minh,>37,MALE,Wednesday,2019,9,2019Q3
285,11177228,2019-09-26,Other Cities,>37,FEMALE,Thursday,2019,9,2019Q3
286,6339399,2017-02-28,Hồ Chí Minh,>37,MALE,Tuesday,2017,2,2017Q1
287,41704338,2018-07-07,Hồ Chí Minh,>37,MALE,Saturday,2018,7,2018Q3
288,8128525,2019-06-06,Hồ Chí Minh,>37,MALE,Thursday,2019,6,2019Q2
289,57753376,2020-08-10,Other Cities,>37,MALE,Monday,2020,8,2020Q3
290,43359624,2018-09-27,Hồ Chí Minh,>37,MALE,Thursday,2018,9,2018Q3
291,50249641,2019-10-27,Other Cities,>37,FEMALE,Sunday,2019,10,2019Q4
292,48223335,2019-09-01,Other Cities,>37,FEMALE,Sunday,2019,9,2019Q3
293,9678966,2019-01-16,Other Cities,>37,MALE,Wednesday,2019,1,2019Q1
294,41893061,2020-06-15,Other Cities,>37,FEMALE,Monday,2020,6,2020Q2
295,24095971,2019-10-31,Hồ Chí Minh,>37,MALE,Thursday,2019,10,2019Q4
296,9629637,2019-08-06,Hồ Chí Minh,>37,FEMALE,Tuesday,2019,8,2019Q3
297,5119961,2019-07-07,Hồ Chí Minh,>37,MALE,Sunday,2019,7,2019Q3
298,2652349,2020-04-03,Other Cities,>37,MALE,Friday,2020,4,2020Q2
299,4392045,2018-03-05,Other Cities,>37,FEMALE,Monday,2018,3,2018Q1
300,58700868,2020-09-17,Other Cities,>37,FEMALE,Thursday,2020,9,2020Q3
301,42635575,2018-07-22,Other Cities,>37,MALE,Sunday,2018,7,2018Q3
302,49093943,2019-09-05,Other Cities,>37,FEMALE,Thursday,2019,9,2019Q3
303,53511524,2020-02-12,Other Cities,>37,MALE,Wednesday,2020,2,2020Q1
304,58440545,2020-10-20,Other Cities,>37,FEMALE,Tuesday,2020,10,2020Q4
305,32514604,2019-11-21,Hồ Chí Minh,>37,FEMALE,Thursday,2019,11,2019Q4
306,25917419,2017-01-07,Hồ Chí Minh,>37,MALE,Saturday,2017,1,2017Q1
307,33658530,2016-01-01,Hồ Chí Minh,>37,FEMALE,Friday,2016,1,2016Q1
308,46190244,2019-04-16,Other Cities,>37,FEMALE,Tuesday,2019,4,2019Q2
